Buy,Age,Gender,Married,Children,Income,Ccard,Recent,Climate,Urban
0,62 ,0,1 ,1,653,3,0,18,1
0,44 ,1,0 ,0,730,1,1,11,1
1,21 ,1,0 ,0,580,1,0,14,1
0,44 ,0,1 ,1,470,0,0,11,1
1,46 ,0,1 ,1,659,4,2,20,1
1,49 ,1,1 ,2,776,6,1,8,1
0,46 ,1,1 ,1,597,5,1,7,1
0,59 ,1,1 ,2,634,2,0,23,0
0,29 ,1,0 ,0,666,5,1,18,0
0,36 ,0,0 ,0,771,1,0,9,1
0,23 ,0,0 ,0,517,2,0,14,0
0,45 ,1,1 ,0,639,2,2,14,1
0,50 ,1,1 ,1,666,6,1,19,0
0,49 ,0,0 ,0,548,1,0,12,1
0,,0,,0,636,5,0,18,1
0,42 ,0,1 ,2,586,5,0,19,1
0,53 ,0,1 ,0,582,7,0,20,1
0,51 ,1,0 ,0,527,3,1,19,1
1,38 ,0,0 ,0,666,3,1,12,1
1,48 ,1,1 ,1,685,3,0,9,0
0,57 ,1,1 ,2,481,0,0,12,1
0,55 ,0,1 ,1,515,1,0,20,1
0,44 ,0,0 ,0,528,0,1,18,1
0,72 ,0,1 ,2,650,3,1,15,1
0,40 ,0,1 ,1,543,4,1,10,1
0,42 ,1,1 ,1,401,3,0,13,0
0,54 ,1,0 ,0,615,3,0,11,1
1,45 ,0,1 ,1,858,6,0,16,1
0,47 ,0,1 ,1,422,5,1,26,1
0,50 ,1,1 ,0,561,2,0,11,0
1,44 ,1,0 ,0,540,3,0,18,0
0,44 ,0,0 ,0,628,5,0,7,0
0,21 ,0,0 ,0,607,3,2,21,1
0,49 ,0,0 ,0,669,2,1,12,1
0,63 ,0,1 ,1,730,1,1,12,1
1,32 ,1,0 ,0,612,3,0,18,1
0,62 ,1,1 ,2,631,3,0,5,1
0,50 ,0,0 ,0,694,2,0,10,1
0,29 ,1,0 ,0,604,8,0,17,0
0,38 ,0,0 ,0,535,2,0,13,1
0,67 ,0,1 ,3,579,4,0,15,1
0,40 ,1,1 ,1,531,2,0,16,1
1,,0,,0,706,6,0,22,1
0,55 ,0,0 ,0,587,0,1,14,1
0,55 ,1,1 ,0,511,4,0,14,0
0,45 ,0,0 ,0,679,3,1,11,1
1,46 ,0,1 ,3,491,3,2,22,1
0,52 ,0,0 ,0,676,2,0,15,1
1,47 ,1,1 ,1,849,1,0,16,1
0,57 ,0,1 ,1,794,3,0,8,0
0,33 ,1,0 ,0,589,2,1,22,0
0,48 ,1,0 ,0,543,4,0,21,1
0,61 ,0,1 ,1,717,3,1,11,1
0,40 ,1,1 ,2,596,1,0,15,0
0,44 ,1,0 ,0,458,5,0,15,1
0,49 ,1,1 ,0,530,1,0,12,1
0,37 ,0,0 ,0,691,0,0,11,1
0,20 ,0,0 ,0,552,2,0,15,0
0,53 ,0,1 ,1,479,5,0,13,1
0,47 ,0,0 ,0,606,4,0,21,1
0,47 ,1,1 ,0,590,2,0,16,1
0,40 ,0,1 ,1,542,4,0,15,1
1,44 ,1,1 ,2,599,3,0,18,1
1,35 ,1,1 ,1,663,4,0,12,1
1,37 ,1,0 ,0,672,5,1,14,1
0,43 ,0,1 ,1,574,2,1,14,1
0,49 ,1,1 ,0,567,2,0,8,1
1,32 ,0,0 ,0,499,5,1,17,1
0,39 ,1,0 ,0,506,3,0,8,1
0,56 ,0,0 ,0,693,4,1,20,1
0,47 ,0,1 ,1,780,6,1,22,1
1,19 ,1,1 ,1,587,3,1,22,0
0,50 ,0,1 ,2,694,2,0,18,1
0,42 ,0,0 ,0,657,3,0,13,1
0,72 ,1,1 ,1,467,3,0,17,1
0,50 ,0,1 ,4,483,2,0,17,1
0,57 ,1,1 ,1,713,6,0,10,1
0,39 ,1,0 ,0,497,5,1,9,0
0,39 ,0,0 ,0,742,2,0,16,1
0,51 ,1,1 ,1,529,2,0,18,1
0,40 ,1,1 ,2,580,7,0,7,1
0,51 ,1,1 ,1,648,3,0,16,1
0,40 ,0,1 ,1,538,2,0,18,1
1,42 ,0,1 ,1,507,4,0,19,1
0,35 ,1,0 ,0,526,3,0,7,0
0,36 ,1,0 ,0,673,2,0,12,1
1,43 ,0,1 ,2,751,1,1,14,1
0,61 ,0,1 ,2,644,2,0,18,1
0,62 ,0,0 ,0,459,1,0,16,1
1,51 ,0,1 ,2,595,3,1,19,0
0,70 ,0,0 ,0,774,4,0,16,1
1,42 ,0,1 ,2,638,3,0,17,0
0,40 ,0,0 ,0,662,3,0,12,1
0,18 ,0,0 ,0,540,2,0,15,1
1,40 ,0,1 ,1,450,2,0,24,1
0,35 ,0,0 ,0,483,4,0,15,1
1,52 ,1,1 ,1,660,3,1,9,0
1,70 ,0,1 ,0,565,3,0,11,1
0,48 ,0,1 ,1,713,5,1,17,1
0,39 ,0,1 ,1,582,3,0,15,0
0,52 ,1,0 ,0,550,4,0,11,0
0,33 ,1,0 ,0,573,4,0,15,1
0,46 ,1,1 ,1,530,4,1,18,1
0,53 ,1,0 ,0,770,3,1,18,1
0,45 ,1,1 ,2,437,1,0,9,1
1,51 ,0,1 ,2,625,6,1,18,1
0,41 ,1,1 ,2,522,4,0,10,1
0,46 ,1,1 ,2,582,1,0,6,1
0,38 ,1,0 ,0,442,2,0,17,0
1,44 ,1,1 ,1,428,5,1,16,1
1,41 ,0,1 ,2,681,3,0,9,1
1,34 ,1,0 ,0,517,3,0,20,1
0,42 ,0,0 ,0,725,1,1,11,1
1,41 ,1,1 ,2,683,4,1,12,1
1,55 ,1,1 ,1,455,3,1,14,0
0,44 ,0,1 ,0,521,3,1,11,1
0,37 ,0,0 ,0,561,5,0,14,0
0,45 ,1,1 ,1,644,3,0,12,1
1,43 ,0,1 ,2,508,3,0,16,1
0,41 ,1,1 ,2,849,3,0,17,1
0,37 ,1,0 ,0,667,2,0,21,1
1,35 ,1,0 ,0,643,3,1,18,0
0,53 ,0,1 ,3,438,2,1,12,0
0,53 ,0,1 ,0,468,6,0,19,1
0,51 ,0,0 ,0,533,1,0,12,0
0,44 ,0,1 ,2,530,3,0,18,1
0,47 ,1,1 ,0,650,5,1,12,1
0,41 ,0,1 ,2,693,0,0,22,0
0,41 ,0,1 ,1,538,3,0,9,0
0,43 ,0,1 ,2,639,3,0,12,1
0,41 ,0,1 ,1,693,3,0,19,1
0,47 ,1,1 ,1,685,2,1,16,0
0,25 ,1,0 ,0,635,4,0,16,1
0,58 ,0,1 ,1,632,5,0,17,0
0,,0,,0,594,2,0,17,0
0,48 ,0,1 ,2,549,2,0,12,0
0,46 ,1,1 ,1,594,3,0,19,1
0,34 ,0,0 ,0,535,3,0,14,1
0,58 ,0,1 ,1,562,3,0,17,1
1,53 ,0,1 ,1,536,1,0,10,1
0,52 ,0,1 ,1,513,1,0,16,1
0,34 ,0,0 ,0,456,3,0,16,1
0,54 ,1,0 ,0,631,2,0,11,1
0,66 ,0,1 ,1,544,2,0,10,0
0,50 ,0,1 ,1,770,1,1,12,1
0,44 ,0,1 ,2,678,2,0,18,1
0,42 ,0,1 ,2,366,5,0,15,1
0,44 ,0,1 ,1,717,2,0,22,1
0,38 ,0,0 ,0,491,0,0,20,1
0,27 ,0,0 ,0,593,1,0,13,1
1,47 ,0,1 ,2,565,3,0,17,1
1,43 ,0,1 ,0,744,1,0,18,1
1,48 ,0,0 ,0,652,2,1,19,1
0,46 ,0,0 ,0,439,4,0,12,1
0,53 ,1,0 ,0,645,11,0,14,1
0,59 ,1,1 ,1,662,4,0,25,0
1,23 ,0,0 ,0,381,5,1,14,1
1,57 ,1,1 ,1,648,2,0,16,1
0,46 ,1,1 ,1,581,1,0,9,1
0,51 ,0,0 ,0,609,1,1,9,1
0,57 ,0,1 ,1,710,2,0,17,1
0,50 ,0,0 ,0,447,2,0,11,0
0,45 ,0,0 ,0,530,1,0,11,1
1,56 ,0,1 ,2,505,3,1,17,1
0,48 ,0,1 ,1,528,5,0,15,1
0,61 ,1,1 ,1,688,3,1,19,1
0,38 ,0,0 ,0,655,3,1,11,1
0,39 ,0,0 ,0,430,4,1,17,1
0,48 ,1,0 ,0,468,6,0,15,1
0,67 ,1,1 ,3,566,5,1,18,1
0,22 ,1,0 ,0,434,4,1,20,0
0,54 ,0,1 ,1,710,5,0,15,1
0,47 ,0,1 ,1,442,2,1,18,1
0,41 ,0,0 ,0,591,2,0,12,1
0,40 ,0,1 ,1,388,2,1,14,0
1,24 ,0,0 ,0,613,4,0,7,1
0,49 ,0,0 ,0,634,5,0,16,1
0,39 ,1,0 ,0,731,5,1,12,1
0,48 ,1,0 ,0,583,4,0,21,1
1,42 ,1,1 ,2,710,5,2,12,1
0,32 ,1,0 ,0,532,4,0,16,1
0,45 ,1,1 ,2,687,4,0,7,1
0,59 ,1,1 ,2,700,2,0,16,1
0,46 ,1,1 ,1,621,5,0,16,0
0,44 ,1,0 ,0,669,2,0,18,1
0,72 ,0,0 ,0,535,4,0,16,0
0,50 ,0,1 ,0,544,4,0,16,1
0,,0,,0,771,3,1,11,0
0,44 ,0,1 ,1,495,3,0,14,1
0,50 ,0,1 ,1,634,2,0,15,0
0,32 ,0,0 ,0,809,4,0,14,1
0,59 ,0,1 ,1,669,1,1,17,1
0,42 ,0,1 ,1,684,4,0,12,1
1,27 ,0,1 ,2,554,5,0,18,1
0,40 ,1,1 ,2,484,2,0,21,1
0,49 ,0,0 ,0,582,3,0,13,0
0,22 ,0,1 ,0,552,5,0,17,0
0,44 ,0,1 ,1,650,3,0,10,1
0,40 ,0,1 ,1,652,5,0,13,1
0,63 ,0,1 ,2,700,0,1,24,1
0,36 ,0,0 ,0,688,4,0,14,1
0,46 ,0,1 ,2,533,5,0,17,1
0,44 ,0,1 ,1,658,1,0,11,1
0,34 ,0,0 ,0,721,3,0,18,1
1,62 ,0,1 ,1,718,6,0,18,1
0,22 ,0,0 ,0,623,3,0,22,1
0,51 ,0,1 ,1,681,1,0,17,1
1,46 ,1,1 ,1,671,6,0,18,1
0,73 ,0,1 ,2,720,1,0,20,1
0,38 ,1,0 ,0,614,1,0,14,1
0,45 ,1,0 ,0,487,6,0,20,0
0,43 ,1,0 ,0,546,3,0,17,1
1,33 ,0,0 ,0,689,3,2,7,1
1,38 ,1,0 ,0,580,2,1,13,1
1,40 ,1,1 ,1,452,4,0,15,1
0,43 ,0,1 ,0,621,1,1,18,1
0,41 ,0,0 ,0,802,2,0,16,1
0,18 ,0,0 ,0,754,4,0,15,0
0,57 ,1,1 ,1,640,5,1,18,0
0,44 ,0,0 ,0,521,2,0,13,0
0,46 ,1,1 ,2,639,2,0,22,1
0,57 ,0,1 ,0,707,3,1,14,0
0,33 ,0,0 ,0,580,3,1,14,1
0,49 ,0,1 ,1,394,5,0,10,1
0,53 ,0,1 ,2,657,2,1,6,0
0,46 ,0,0 ,0,432,1,0,12,0
0,57 ,0,1 ,3,686,3,0,26,1
0,33 ,1,1 ,2,717,3,0,12,1
0,59 ,1,1 ,2,554,5,1,10,1
0,45 ,1,0 ,0,556,4,0,16,1
1,55 ,1,1 ,2,625,4,0,19,1
0,48 ,1,1 ,3,357,3,0,17,1
1,34 ,0,1 ,1,676,3,1,18,0
0,34 ,0,0 ,0,521,4,0,12,1
0,48 ,0,1 ,3,576,0,0,12,1
1,38 ,1,1 ,1,503,1,1,16,1
1,35 ,0,1 ,1,549,3,1,20,1
0,38 ,0,0 ,0,383,1,0,14,1
1,25 ,1,0 ,0,586,3,2,13,1
0,49 ,0,1 ,3,558,6,1,15,0
0,75 ,1,1 ,2,708,4,0,17,1
0,36 ,0,0 ,0,468,3,0,9,1
0,44 ,0,1 ,0,757,2,0,18,1
0,40 ,0,1 ,0,578,1,0,7,0
1,44 ,1,1 ,0,636,4,0,15,1
1,42 ,1,0 ,0,496,8,0,19,1
0,34 ,1,0 ,0,662,1,0,24,1
1,42 ,0,1 ,2,675,2,1,12,1
0,53 ,0,0 ,0,632,5,2,13,0
0,47 ,1,1 ,0,801,5,0,12,1
0,30 ,0,0 ,0,537,4,0,17,1
0,53 ,0,1 ,0,644,3,0,9,1
0,33 ,1,0 ,0,668,3,0,15,0
0,62 ,0,1 ,1,468,5,0,17,1
0,46 ,0,0 ,0,311,1,0,13,1
0,73 ,1,1 ,2,473,2,1,21,1
0,47 ,1,1 ,3,497,1,1,18,1
0,34 ,0,0 ,0,633,2,0,13,1
0,51 ,0,1 ,1,709,2,0,23,1
0,45 ,1,1 ,2,593,0,0,19,1
0,57 ,0,1 ,1,461,2,1,5,1
0,40 ,1,1 ,3,741,5,0,14,0
0,42 ,0,1 ,0,707,2,0,13,0
0,24 ,0,0 ,0,206,2,0,13,1
0,40 ,0,1 ,1,676,1,0,16,0
1,45 ,1,1 ,1,526,7,0,15,1
0,57 ,0,0 ,0,425,6,0,15,0
0,51 ,1,1 ,2,615,1,0,19,1
0,42 ,0,1 ,1,545,1,1,23,1
0,51 ,1,1 ,1,563,3,1,15,0
0,46 ,0,0 ,0,488,5,0,13,1
0,39 ,0,0 ,0,632,6,0,13,1
0,41 ,1,0 ,0,446,3,0,10,1
0,65 ,0,1 ,1,507,2,0,16,1
1,63 ,1,1 ,0,483,4,2,17,1
0,51 ,0,1 ,1,550,6,0,12,0
0,58 ,0,1 ,1,677,3,1,22,0
1,57 ,1,1 ,2,440,1,1,18,1
1,52 ,0,1 ,2,634,1,2,20,1
0,55 ,1,1 ,2,598,3,1,19,1
1,33 ,0,0 ,0,564,4,0,15,1
1,53 ,1,1 ,1,668,5,0,13,0
0,45 ,0,1 ,1,680,3,0,8,1
1,45 ,1,1 ,1,477,3,0,13,1
0,37 ,0,0 ,0,694,2,1,21,1
0,40 ,0,0 ,0,622,1,0,15,1
0,57 ,1,1 ,2,653,6,1,17,1
0,52 ,1,1 ,1,725,3,0,12,0
0,37 ,1,0 ,0,392,2,1,16,1
0,37 ,1,0 ,0,667,2,0,16,1
0,73 ,1,1 ,1,652,3,1,14,0
0,45 ,1,1 ,1,698,3,0,18,1
0,46 ,1,1 ,1,562,0,0,16,0
1,41 ,1,1 ,1,567,6,0,17,1
0,45 ,0,1 ,1,760,2,0,9,1
0,37 ,0,1 ,1,542,2,0,20,0
0,48 ,1,1 ,1,519,6,1,9,1
1,47 ,0,1 ,2,762,5,0,15,1
0,41 ,0,1 ,1,556,1,0,20,1
1,35 ,0,0 ,0,558,1,1,8,1
1,32 ,1,1 ,1,624,1,0,14,1
0,52 ,0,1 ,2,574,5,0,14,1
0,65 ,0,1 ,0,821,2,0,14,1
0,48 ,1,1 ,1,462,4,1,9,1
0,64 ,1,1 ,2,673,1,0,16,0
0,35 ,1,0 ,0,708,3,0,10,1
0,40 ,0,1 ,0,643,3,0,21,1
1,26 ,1,1 ,0,449,3,0,17,1
1,33 ,1,1 ,1,622,1,0,14,1
0,51 ,0,1 ,0,590,0,0,12,1
0,34 ,1,0 ,0,592,3,0,13,1
1,40 ,1,1 ,1,624,3,0,14,1
1,43 ,0,1 ,1,717,1,0,21,1
0,49 ,0,1 ,1,615,5,0,11,0
0,35 ,1,1 ,1,521,5,1,18,1
0,53 ,0,0 ,0,659,3,1,18,1
0,,0,,0,591,1,1,18,1
0,42 ,0,1 ,3,511,7,1,13,1
1,69 ,0,1 ,1,548,2,0,12,1
1,49 ,0,1 ,3,624,3,1,17,1
1,37 ,0,0 ,0,780,4,0,17,1
0,29 ,0,0 ,0,554,2,0,10,1
0,38 ,0,0 ,0,626,2,0,20,1
0,50 ,0,0 ,0,657,2,0,15,1
0,40 ,1,0 ,0,647,2,2,12,0
1,54 ,1,1 ,0,513,2,1,12,1
0,57 ,1,1 ,2,459,2,0,18,1
1,60 ,1,1 ,4,605,9,0,17,0
0,51 ,1,0 ,0,612,3,0,12,1
0,60 ,1,0 ,0,487,4,0,18,1
0,37 ,1,0 ,0,663,3,0,20,1
1,41 ,1,1 ,1,381,2,0,15,1
0,32 ,1,0 ,0,733,4,1,10,1
0,40 ,0,0 ,0,666,5,0,17,0
0,32 ,1,1 ,1,622,3,0,16,1
1,50 ,0,1 ,1,588,5,1,15,1
0,51 ,0,0 ,0,495,2,0,15,1
1,57 ,0,1 ,0,828,2,1,18,1
0,70 ,1,1 ,3,723,3,1,21,1
1,50 ,0,1 ,3,617,5,2,14,1
1,29 ,0,1 ,1,752,3,1,8,1
0,64 ,0,1 ,1,538,4,0,20,1
0,57 ,1,1 ,1,459,2,0,19,0
0,39 ,1,0 ,0,543,2,0,12,0
0,43 ,1,1 ,1,670,2,0,17,1
0,31 ,1,0 ,0,269,3,0,18,1
0,44 ,0,1 ,1,718,3,0,13,1
1,29 ,1,0 ,0,689,5,1,17,1
0,40 ,0,1 ,2,606,5,0,19,0
1,43 ,1,1 ,2,749,3,1,15,0
0,47 ,0,1 ,3,653,2,0,14,1
1,37 ,1,0 ,0,622,3,1,13,0
0,42 ,1,1 ,1,577,2,1,13,1
1,21 ,0,0 ,0,521,3,2,12,0
0,67 ,1,1 ,2,597,1,1,15,0
0,56 ,0,0 ,0,569,4,0,22,1
0,51 ,0,1 ,2,338,1,0,18,1
0,36 ,0,0 ,0,594,2,0,18,1
0,59 ,1,0 ,0,588,3,0,19,1
0,42 ,0,1 ,1,611,5,0,13,0
0,51 ,0,1 ,2,797,0,0,20,1
0,42 ,1,0 ,0,619,2,0,16,1
0,47 ,0,0 ,0,761,5,0,19,1
0,55 ,1,1 ,1,721,2,0,13,1
0,36 ,0,0 ,0,480,1,0,12,1
0,47 ,1,1 ,2,719,3,0,18,0
0,39 ,0,0 ,0,743,2,0,15,1
0,46 ,0,0 ,0,663,3,0,10,1
1,42 ,0,1 ,1,437,1,0,10,1
0,30 ,1,0 ,0,699,2,0,19,1
0,41 ,1,1 ,2,360,4,2,11,1
0,42 ,0,1 ,1,630,3,0,13,1
0,44 ,0,0 ,0,577,2,0,4,1
0,44 ,0,0 ,0,644,0,0,17,0
0,34 ,1,1 ,1,633,4,0,14,0
0,47 ,0,0 ,0,660,3,1,19,1
0,38 ,0,0 ,0,647,3,1,16,1
0,48 ,0,1 ,1,624,1,0,16,1
0,33 ,1,0 ,0,644,9,0,10,1
1,54 ,0,1 ,1,519,5,0,9,1
0,53 ,0,1 ,2,522,5,1,9,1
0,59 ,0,1 ,1,776,1,0,15,1
0,43 ,1,0 ,0,305,3,0,12,1
0,47 ,0,1 ,0,665,4,1,15,1
0,54 ,0,1 ,0,779,7,0,12,1
0,38 ,0,0 ,0,533,1,1,12,1
1,51 ,1,0 ,0,682,3,0,9,1
0,21 ,0,1 ,0,477,2,0,15,0
1,41 ,0,1 ,2,683,2,0,13,1
0,40 ,0,1 ,1,554,7,0,17,0
0,46 ,1,1 ,3,609,3,0,8,1
0,26 ,0,0 ,0,505,6,0,14,1
0,40 ,0,1 ,1,634,6,1,9,0
0,31 ,1,0 ,0,505,4,0,11,1
1,45 ,1,1 ,2,378,3,0,22,1
1,20 ,1,0 ,0,584,2,0,19,1
0,45 ,0,1 ,1,525,3,0,5,0
0,49 ,1,1 ,1,782,6,0,13,0
1,52 ,0,1 ,2,542,1,0,12,0
0,73 ,1,0 ,0,562,1,0,13,1
0,39 ,1,0 ,0,838,1,1,14,1
0,49 ,0,1 ,2,647,4,0,18,1
0,35 ,0,0 ,0,471,4,0,13,1
1,35 ,1,0 ,0,691,7,1,16,1
0,47 ,0,0 ,0,795,4,0,15,1
0,40 ,1,1 ,1,472,3,1,16,1
1,40 ,0,0 ,0,512,4,0,13,1
0,40 ,1,1 ,0,601,2,0,12,1
0,42 ,1,1 ,1,523,6,0,13,1
0,41 ,0,0 ,0,585,1,0,23,1
0,38 ,0,0 ,0,579,1,1,16,0
0,65 ,1,1 ,0,625,3,1,12,1
0,65 ,1,0 ,0,643,1,0,12,1
0,52 ,1,1 ,2,469,5,0,20,0
0,45 ,1,1 ,3,556,4,0,10,0
1,48 ,0,1 ,1,645,3,1,13,1
0,68 ,0,1 ,2,484,1,0,16,1
0,39 ,0,0 ,0,579,0,0,9,0
0,56 ,1,1 ,1,691,2,0,11,1
0,34 ,1,0 ,0,523,4,0,7,0
0,51 ,0,1 ,1,592,1,0,17,1
0,49 ,1,1 ,1,610,4,0,10,1
0,41 ,0,0 ,0,417,3,0,17,1
0,59 ,0,1 ,2,601,3,0,18,1
0,56 ,1,1 ,0,600,2,0,23,0
0,38 ,1,0 ,0,645,6,1,16,1
0,43 ,0,1 ,2,661,4,1,18,0
0,49 ,0,1 ,1,587,1,1,15,1
0,53 ,1,1 ,3,532,3,0,14,1
0,52 ,0,0 ,0,571,4,0,19,1
0,62 ,1,1 ,2,504,4,1,14,1
0,63 ,0,1 ,1,701,4,0,8,1
0,39 ,1,0 ,0,622,1,1,23,1
0,,0,,0,631,5,0,13,1
0,61 ,0,0 ,0,944,7,0,14,1
1,50 ,0,1 ,4,439,3,0,17,1
1,45 ,1,0 ,0,687,3,2,12,1
0,42 ,1,0 ,0,548,2,0,11,0
0,31 ,1,0 ,0,533,3,0,10,1
0,34 ,1,0 ,0,540,5,0,14,1
0,49 ,1,0 ,0,659,2,0,11,0
0,66 ,0,0 ,0,543,4,1,16,1
0,45 ,0,1 ,1,595,6,0,15,0
1,44 ,1,1 ,3,576,1,0,17,1
1,33 ,1,0 ,0,658,4,1,18,1
0,58 ,0,1 ,3,575,2,0,15,0
0,59 ,0,1 ,2,518,1,0,17,0
0,56 ,0,1 ,0,570,3,1,16,1
0,57 ,1,0 ,0,709,3,0,18,0
0,55 ,1,1 ,1,717,4,0,17,1
0,48 ,0,1 ,1,603,4,0,21,1
0,45 ,0,1 ,1,584,1,1,17,0
0,43 ,1,1 ,1,419,4,0,13,1
0,46 ,1,1 ,0,561,3,0,16,1
0,33 ,0,0 ,0,514,0,0,18,1
0,42 ,0,1 ,2,477,2,1,12,1
0,38 ,0,0 ,0,617,1,1,13,1
0,49 ,1,1 ,3,632,2,0,9,1
1,42 ,1,1 ,0,560,3,2,16,1
0,39 ,1,0 ,0,692,2,0,10,1
1,30 ,1,1 ,0,667,1,0,11,1
0,45 ,1,1 ,2,572,2,0,21,1
1,44 ,1,1 ,3,347,2,1,14,0
1,39 ,0,1 ,2,619,4,0,14,1
1,34 ,0,0 ,0,785,3,0,14,1
0,35 ,0,0 ,0,715,2,0,16,1
1,41 ,1,0 ,0,652,2,0,12,1
1,41 ,0,1 ,1,453,2,0,21,0
0,46 ,0,0 ,0,571,2,1,12,1
0,53 ,0,0 ,0,647,2,0,15,0
0,68 ,0,1 ,1,593,4,0,14,1
0,33 ,1,0 ,0,546,4,0,18,1
0,63 ,1,1 ,1,419,2,0,13,0
0,44 ,0,1 ,2,765,4,0,12,1
0,41 ,0,1 ,3,755,2,0,9,0
0,64 ,0,1 ,2,657,3,0,15,0
0,38 ,1,0 ,0,763,3,1,22,0
1,44 ,1,1 ,1,650,1,1,12,1
0,55 ,0,1 ,1,605,2,0,15,1
0,31 ,1,0 ,0,466,1,0,16,0
0,57 ,0,1 ,1,699,2,0,17,1
0,62 ,1,1 ,1,575,2,0,16,1
0,63 ,1,1 ,1,542,3,0,15,0
0,39 ,0,1 ,1,493,4,1,18,1
0,46 ,0,1 ,2,629,0,0,14,1
0,40 ,1,1 ,0,611,4,1,13,0
1,51 ,0,1 ,1,659,0,1,12,0
0,58 ,0,1 ,2,688,3,0,20,1
0,19 ,0,0 ,0,519,3,0,20,1
1,35 ,1,1 ,2,631,2,1,23,1
0,54 ,0,1 ,0,385,3,0,11,1
0,43 ,0,1 ,1,547,2,0,20,1
0,38 ,1,0 ,0,773,5,1,17,1
0,61 ,0,1 ,2,470,3,0,14,1
0,35 ,1,0 ,0,800,6,0,11,1
0,50 ,1,1 ,1,649,2,1,22,1
0,56 ,1,1 ,1,544,2,0,12,1
1,28 ,1,0 ,0,797,4,0,17,1
0,55 ,0,1 ,0,601,5,2,16,1
0,51 ,0,0 ,0,667,3,0,12,1
0,31 ,1,1 ,2,610,3,0,16,1
1,39 ,0,1 ,1,565,4,0,22,1
0,,0,,0,466,3,0,17,1
0,20 ,0,0 ,0,535,6,0,11,1
0,48 ,1,1 ,2,634,2,0,17,1
0,,0,,0,617,2,1,14,0
1,44 ,0,1 ,1,658,3,1,17,1
1,33 ,1,0 ,0,631,3,0,17,1
0,56 ,0,1 ,1,685,2,0,19,1
0,56 ,0,0 ,0,606,2,1,15,1
1,41 ,0,1 ,1,379,3,2,19,0
1,41 ,0,1 ,1,564,1,0,9,1
0,45 ,0,1 ,1,759,2,2,14,0
0,44 ,1,1 ,1,493,2,0,21,1
0,49 ,0,1 ,2,611,3,0,19,1
0,44 ,0,1 ,1,478,3,2,11,1
0,31 ,0,0 ,0,495,2,0,13,0
1,51 ,1,0 ,0,602,2,0,16,1
1,30 ,0,1 ,1,411,1,0,10,0
0,26 ,1,0 ,0,635,5,0,13,1
0,46 ,1,1 ,1,500,7,2,19,1
0,36 ,0,0 ,0,509,3,0,15,1
0,39 ,0,0 ,0,605,2,0,16,0
0,40 ,1,1 ,2,657,10,2,15,1
0,35 ,0,1 ,3,642,2,0,12,1
1,45 ,1,1 ,0,726,3,1,10,1
0,50 ,0,1 ,2,629,3,0,15,1
1,32 ,1,0 ,0,568,6,1,10,1
0,34 ,0,0 ,0,701,3,1,14,1
0,48 ,0,0 ,0,651,4,0,22,1
1,69 ,1,1 ,2,671,1,0,23,1
0,51 ,1,1 ,1,367,2,0,13,1
0,32 ,0,0 ,0,587,1,1,16,1
1,49 ,0,0 ,0,655,5,0,12,1
0,51 ,0,1 ,2,493,2,0,8,1
1,24 ,1,0 ,0,595,1,0,16,1
1,47 ,1,1 ,0,461,0,0,20,1
0,53 ,0,1 ,3,573,3,0,16,1
1,35 ,1,0 ,0,578,3,2,13,1
0,50 ,0,1 ,2,753,2,1,16,1
0,,0,,0,602,1,0,18,1
0,47 ,0,0 ,0,710,0,0,23,1
0,37 ,1,0 ,0,614,3,0,14,1
0,55 ,0,1 ,0,487,3,1,16,1
0,44 ,0,1 ,1,531,4,2,17,1
0,46 ,0,1 ,1,584,1,0,14,1
0,53 ,1,1 ,2,730,1,0,24,1
0,56 ,0,0 ,0,669,1,0,10,0
0,47 ,0,1 ,1,648,6,1,12,1
0,57 ,0,0 ,0,710,4,0,12,1
1,41 ,1,1 ,0,493,4,2,7,1
1,41 ,1,1 ,0,526,7,1,14,1
0,25 ,1,1 ,2,559,2,0,16,1
0,38 ,0,0 ,0,492,3,0,13,1
0,52 ,0,1 ,1,565,3,1,21,1
1,47 ,0,1 ,2,522,3,1,12,1
0,58 ,1,0 ,0,641,3,0,8,1
1,32 ,1,0 ,0,383,3,1,16,1
0,52 ,1,1 ,1,546,2,0,22,1
0,66 ,1,0 ,0,516,3,0,10,0
0,31 ,0,0 ,0,557,3,0,9,1
1,35 ,1,0 ,0,552,4,0,18,1
1,49 ,1,1 ,2,526,4,0,20,1
0,51 ,1,1 ,1,674,3,0,12,1
0,67 ,1,1 ,0,616,1,0,15,1
0,44 ,0,1 ,1,393,5,0,13,0
0,25 ,1,0 ,0,612,1,2,16,1
0,54 ,1,0 ,0,751,6,0,20,1
1,31 ,1,0 ,0,457,1,0,17,1
1,34 ,0,1 ,0,539,7,1,20,0
0,42 ,1,0 ,0,655,2,0,9,1
1,28 ,1,1 ,0,489,8,0,11,1
0,52 ,0,1 ,1,512,2,0,11,1
0,40 ,1,1 ,0,588,5,0,19,1
0,38 ,0,0 ,0,635,1,0,16,1
0,24 ,0,0 ,0,465,1,0,19,1
0,42 ,0,0 ,0,589,3,0,14,0
0,65 ,0,0 ,0,593,1,0,12,1
0,61 ,1,1 ,1,564,1,1,16,1
0,70 ,0,1 ,1,671,2,0,6,1
1,29 ,0,0 ,0,657,2,0,11,1
0,35 ,0,0 ,0,573,5,1,15,0
0,36 ,0,1 ,1,488,4,0,2,1
1,32 ,0,0 ,0,559,3,0,9,1
