y,loan,mortgage,job,workyear,delinquency,period,inquire,transact,DTI
0,7100,68441,Office,2,0,48.85,0,4,41.3
0,7100,98490,Office,23,0,116.1,0,11,35.6
0,7100,54700,Other,19,0,155.2,1,12,37.21
0,7100,74704,Other,3,0,272.92,1,25,41.92
0,7100,25896,Other,1,0,29.86,9,7,28.27
0,7100,120176,Other,8,0,221.61,0,18,32.67
0,7100,58639,ProfExe,14,0,120.03,0,20,43.68
0,7100,57863,Other,0,0,65.87,7,21,26.83
0,7100,64850,Other,0,0,108.22,0,7,36.34
0,7100,53273,Other,5,0,84.84,0,17,22.86
1,7200,54600,Other,14,1,98.43,11,9,31.96
0,7200,62329,ProfExe,8,0,55.36,1,23,38.64
0,7200,57912,Other,15,0,241.51,0,35,35.06
0,7200,98691,Office,22,0,118,0,11,37.72
0,7200,79946,Office,1,0,238.46,0,37,18.62
0,7200,36264,Other,15,0,82.17,0,12,45.03
1,7200,46000,Other,24,0,142,1,14,39.83
1,7200,43705,Other,9,2,235.37,6,16,36.28
0,7200,65720,Other,11,0,299.75,1,12,31.88
1,7200,15637,Self,6,1,354.24,3,42,33.62
0,7200,63876,Office,1,0,40.18,0,3,37.94
0,7200,71667,Office,0,1,241.06,1,38,18.51
1,7200,72172,Other,10,0,70.19,0,11,41.25
0,7200,71509,Other,4,0,213.72,1,17,20.1
0,7200,22832,Other,0,0,38,9,7,28.3
1,7300,58671,Mgr,3,0,74.07,1,16,41.44
1,7300,60890,Other,6,1,45.97,0,13,29.31
1,7300,28500,Other,3,1,185.03,2,17,54.75
1,7300,60971,Other,2,1,150.76,2,22,28.68
0,7300,131000,ProfExe,2,0,68.03,2,23,35.91
0,7300,55456,ProfExe,6,0,240.06,2,23,31.72
0,7300,60973,Other,14,0,239.62,1,36,36.73
0,7300,93428,Other,10,0,411.95,1,50,40.4
0,7300,49064,Mgr,6,4,106.38,1,10,40.05
0,7300,139348,ProfExe,1,0,60.42,2,22,36.81
0,7400,32832,Other,10,0,221.34,1,31,36.01
0,7400,75311,ProfExe,0,0,205.74,1,19,27.2
1,7400,2063,Other,8,0,96.13,0,14,39.41
0,7400,88053,Other,2,0,271.92,0,25,42.93
0,7400,138033,ProfExe,11,0,224.85,0,19,21.06
0,7400,88288,ProfExe,5,0,194.37,1,27,26.65
0,7400,75547,ProfExe,0,0,155.51,1,17,28.16
0,7400,48924,Other,4,0,207.77,4,30,29.94
0,7400,73985,Office,0,0,238.59,1,38,18.42
0,7400,69175,Other,1,0,187.91,0,0,12.22
0,7400,51974,Other,4,0,83.35,0,18,23.4
0,7400,56596,Mgr,3,1,141.96,0,23,28.3
1,7400,71576,Sales,0,0,94.78,0,17,42.8
0,7400,65032,Other,15,0,230.42,1,35,35.42
0,7400,72739,ProfExe,4,0,128.83,0,26,29.13
0,7400,82412,Mgr,19,1,316.95,1,24,37.91
1,7500,81455,ProfExe,4,3,158.27,2,18,30.51
0,7500,45864,Other,7,0,65.57,1,16,33.87
1,7500,57340,ProfExe,4,5,86.23,3,14,41.92
0,7500,47518,Other,16,3,220.62,0,37,26.71
0,7500,63573,Other,4,0,111.44,0,14,41.77
1,7500,32070,Other,1,0,228.04,0,6,30.16
0,7500,44744,Other,6,0,79.41,1,16,34.4
0,7500,85552,Other,11,0,157.36,1,19,12.39
0,7500,72097,Sales,4,0,155.39,1,23,41.6
0,7500,84479,ProfExe,23,0,47.83,3,14,33.08
0,7500,88056,ProfExe,25,0,56.75,2,14,30.54
0,7500,11358,Other,5,0,286.92,0,11,23.06
1,7500,59000,Office,5,3,295.87,0,19,49.22
1,7500,55503,Other,21,1,158.9,1,21,32.23
1,7500,35945,Other,3,0,122.07,0,23,46.49
1,7500,18400,Other,6,0,147.1,0,9,32.33
1,7500,63500,Other,5,0,136.1,0,8,39.16
1,7500,33600,Other,2,0,146.93,0,18,54.18
1,7500,57800,Mgr,4,1,124.13,1,18,34.17
1,7500,52146,Other,5,0,162.26,1,0,48.11
1,7500,80440,Mgr,8,1,201.5,0,24,37.93
1,7500,60000,Other,5,0,153.27,2,16,40.24
1,7500,126000,ProfExe,18,2,75.67,1,13,46.18
0,7500,40936,Other,10,0,115.6,1,26,36.91
0,7500,74183,Office,20,0,185.63,1,16,32.4
0,7500,49100,Other,18,0,178.33,0,29,25.18
1,7500,69160,Mgr,4,3,177.5,0,22,36.73
1,7500,39600,Self,1,0,47.7,1,15,36.53
1,7500,42077,Office,6,4,344.9,1,30,34.99
1,7500,42721,Other,15,3,126.77,2,23,40.84
1,7500,70666,Other,20,1,157.33,0,20,41.7
1,7500,12115,Office,13,6,234.9,0,24,24.66
0,7500,67778,ProfExe,15,0,227.29,0,17,24.09
0,7500,60192,ProfExe,8,0,60.5,2,24,39.28
0,7500,57213,Office,28,0,243.16,1,16,23.99
1,7500,50000,Other,9,5,299.57,2,18,33.78
0,7600,133475,ProfExe,1,0,87.45,2,23,37.01
0,7600,77518,Other,4,0,217.2,1,25,22.66
0,7600,48829,Office,3,1,92.94,2,12,35.67
0,7600,58622,Other,15,0,249.63,2,36,34.88
0,7600,85001,Office,20,0,180.17,0,16,35.58
0,7600,49926,Other,5,1,64.66,1,16,35.05
0,7600,80900,ProfExe,2,0,135.64,0,26,34.78
0,7600,72014,Other,3,0,265.02,1,25,43.3
0,7700,14776,Other,9,0,216.06,1,21,34.88
0,7700,32243,ProfExe,12,0,180.42,0,13,21.72
0,7700,53377,Other,16,0,187.19,0,28,24.22
0,7700,56622,Mgr,7,4,120.76,1,11,38.13
0,7700,35100,Office,10,0,206.97,1,23,29.14
0,7700,81531,Other,9,0,196.03,1,17,28.43
0,7700,70451,Sales,3,0,141.27,0,31,31.68
0,7700,20887,Other,0,0,17.46,10,6,30.23
1,7700,14589,Other,3,7,122.07,0,22,40.24
0,7700,76056,Other,22,0,353.2,0,47,28.54
0,7700,58642,Office,1,0,56.61,0,3,40.5
0,7700,51045,Other,20,0,179.24,0,28,27.23
0,7800,44000,Other,11,0,95.37,0,23,35.48
1,7800,63337,Other,0,0,44.63,2,7,21.27
0,7800,58399,Other,1,1,106.63,2,18,37.02
0,7800,42802,Office,8,0,193.08,1,18,26.5
0,7800,58364,Other,3,2,114.51,3,18,37.93
0,7800,64503,Other,12,0,235.49,0,35,34.42
0,7800,69662,Other,4,0,100.43,0,14,42.81
0,7800,45391,Other,12,0,105.09,0,22,36.71
0,7800,48200,Other,23,0,274.97,3,29,40.53
0,7800,55000,Other,6,0,123.03,0,34,26.59
0,7800,38506,Other,11,0,231,0,32,35.91
0,7800,55394,Other,23,0,262.01,2,29,38.98
0,7800,70552,Other,2,0,295.11,0,13,23.25
0,7800,109000,Self,6,1,174.47,0,19,31.98
0,7800,53243,ProfExe,7,0,220.8,2,24,31.83
1,7900,67222,Other,4,0,95.68,0,23,36.98
0,7900,44682,Other,7,0,110.07,1,25,25.41
0,7900,44690,Office,10,0,185.62,0,22,32.29
1,7900,126919,Mgr,10,1,136.22,2,23,34.92
0,7900,40827,Other,14,0,87.6,0,11,31.85
0,7900,77866,Office,20,0,192.12,0,15,35.59
0,7900,83816,Office,1,0,59.08,0,4,41.08
0,7900,84010,Office,0,0,55.87,0,4,38.38
0,7900,77221,ProfExe,4,0,116.31,0,25,35.43
0,7900,70052,Office,19,0,184.39,0,15,37.84
0,7900,42400,Other,2,1,95.37,0,20,29.76
1,7900,55383,Other,12,0,80.78,10,8,44.86
0,7900,76272,Other,9,0,285.11,1,12,29.41
0,7900,78532,Office,29,0,332.65,1,37,35.31
0,7900,77400,Other,11,0,204.2,1,23,23.35
0,7900,41935,Office,8,0,203.54,1,22,31.49
0,8000,53000,Other,8,0,132.57,0,17,33.23
0,8000,49232,Other,23,0,258.19,3,29,41.25
0,8000,45557,Other,7,1,84.69,1,16,36.5
0,8000,61565,ProfExe,14,0,204,0,17,23.56
0,8000,82547,ProfExe,24,0,52.59,2,13,32.16
0,8000,70546,Sales,4,0,119.07,0,31,33.36
0,8000,177683,Sales,9,0,138.51,0,22,39.74
0,8000,75690,ProfExe,1,0,169.75,1,18,27.34
1,8000,49685,Other,2,3,129.36,0,15,47
1,8000,28000,Office,2,0,103.4,1,20,44.08
1,8000,47823,Other,5,0,53.67,2,18,22.46
1,8000,61000,Other,4,1,139.87,0,9,50.04
1,8000,58000,Mgr,22,4,221.43,1,20,44.14
1,8000,33000,Other,2,0,182.14,0,0,35.37
1,8000,33689,Other,3,0,103.73,0,13,40.87
1,8000,47306,Other,9,0,82.63,0,20,46.44
0,8000,45000,Other,10,0,92.3,3,34,29.53
0,8000,69341,Office,15,1,89.27,0,9,37.59
0,8000,70917,Mgr,8,0,107.5,0,23,34.97
0,8000,80436,Other,9,1,75.37,1,10,32.88
0,8000,78720,Other,0,0,200.35,0,4,28.18
0,8000,38758,Mgr,21,1,229.3,1,18,38.85
0,8000,79200,Other,8,0,205.14,1,27,24.46
0,8000,63700,Other,4,0,208,0,16,26.32
0,8000,41000,Mgr,4,0,189.7,1,22,30.36
0,8000,76600,Mgr,2,0,73.03,2,24,41.2
0,8000,65000,Other,16,0,140.07,4,16,39.45
0,8000,49000,Mgr,11,0,107.53,1,19,25.53
1,8000,37871,ProfExe,15,2,179.63,0,30,39.81
1,8000,4500,Other,1,2,102.43,6,15,50.49
1,8000,63152,Other,9,1,132.9,1,26,43.27
1,8000,21944,Other,0,1,33.43,9,3,38.1
1,8000,86804,Other,7,3,145.17,1,20,42.68
1,8000,36000,Other,7,0,168.23,3,30,50.79
1,8000,32100,Other,4,0,79.46,2,8,31.28
0,8000,47154,Office,2,0,99.99,3,12,38.87
1,8000,92487,Other,8,3,151.82,0,19,26.46
0,8000,84282,Office,28,0,330.17,1,37,35.36
0,8000,57361,Mgr,2,1,130.77,0,22,29.38
0,8000,80817,Other,0,0,165.69,0,4,29.64
0,8000,92009,Other,11,0,310.4,2,13,41.01
0,8000,84730,Other,9,0,167.89,1,21,40.03
0,8000,58006,ProfExe,4,0,223.2,2,24,30.91
0,8000,79142,Office,1,0,53.94,0,4,37.7
0,8100,43553,Other,2,0,207.94,4,30,31.33
0,8100,78508,Self,14,0,9.1,1,8,30.41
0,8100,48781,Other,5,0,75.64,0,18,24.55
0,8100,84822,Office,31,0,340.74,2,38,36.21
0,8100,53863,Other,0,0,66.29,8,21,26.05
0,8100,78977,Mgr,19,0,296.75,1,23,38.82
0,8100,81322,ProfExe,3,0,118.47,0,25,32.72
0,8100,46380,Other,7,0,78.36,0,18,22.38
0,8100,66546,Other,3,0,225.69,0,15,30.4
0,8100,54841,Office,6,0,89.23,2,15,29.67
0,8100,66691,Other,4,0,184.19,0,15,32.4
1,8100,19772,Other,0,1,82.34,1,12,20.34
0,8100,13179,Other,9,0,179.31,1,14,31.74
0,8100,69047,Sales,3,0,121.41,0,30,35.07
0,8100,26886,ProfExe,12,0,188.42,0,13,24.87
0,8100,75418,Other,11,0,294.6,2,12,32.39
1,8100,28523,Other,5,0,130.64,0,16,37.39
0,8100,28187,Other,0,0,27.05,10,7,29.29
0,8100,50373,Office,5,0,99.6,2,11,38.91
0,8200,10909,Other,3,0,268.25,0,12,22.23
0,8200,39175,Office,10,0,161.66,1,18,24.2
0,8200,82300,Other,10,0,296.9,1,13,33.63
0,8200,101230,Other,9,0,419.27,1,49,40.56
0,8200,62603,ProfExe,15,0,219.57,0,18,24.64
0,8200,117314,Self,4,1,176.33,0,19,34.55
0,8200,64006,Other,15,0,235.36,0,36,35.64
0,8200,75698,Other,10,0,177.7,1,20,11.77
0,8200,171456,Sales,10,0,138.15,0,21,40.34
0,8200,72986,Office,14,1,86.55,0,9,24.7
0,8200,172497,Sales,12,0,114.98,0,21,41.1
0,8200,51730,Other,16,3,220.81,0,37,24.38
0,8200,58536,Other,1,2,118.4,2,17,34.71
0,8200,68013,ProfExe,8,0,49.15,1,23,40.79
1,8200,47700,Other,0,0,122.78,0,0,29.74
0,8200,76268,Other,23,0,341.86,1,46,29.87
0,8200,101136,Other,11,0,302.53,1,10,30.45
0,8200,120837,Other,8,0,196.72,0,20,34.75
0,8200,61821,Other,5,0,123.29,0,34,35.88
0,8200,66254,ProfExe,7,0,60.38,1,24,39.73
0,8200,72472,Other,9,0,305.89,2,12,33.72
0,8200,67489,Other,2,0,104.4,0,7,36.91
1,8200,87979,ProfExe,10,0,108.48,3,19,41.27
0,8200,80989,Mgr,1,0,81.35,1,24,38.48
0,8200,135929,ProfExe,0,0,69.62,1,23,37.81
0,8200,75870,ProfExe,0,0,237.1,1,26,27.28
0,8200,48515,Other,17,4,214.14,0,36,27.46
0,8200,79751,Other,7,0,213.4,1,25,41.99
0,8200,81288,Office,21,0,178.69,0,15,36.6
0,8200,13392,Other,3,0,267.92,0,11,21.93
1,8300,82000,Other,6,2,214.1,2,12,49.7
0,8300,57503,Other,18,0,156.59,0,11,33.34
0,8300,61213,Other,6,0,86.3,2,20,41.43
0,8300,41481,Mgr,20,1,230.85,1,18,35.89
0,8300,14601,Office,24,0,320.23,1,12,40.02
0,8300,51783,Other,3,0,96.18,0,20,36.21
0,8300,47000,Other,18,0,195.83,1,17,27.59
0,8300,59761,Other,17,0,147.94,1,11,31.96
1,8300,71437,Other,6,1,110.64,2,24,30.81
0,8300,57018,Other,7,0,302.86,1,12,30.1
0,8300,178745,Sales,11,0,130.73,0,22,42.36
0,8300,67715,ProfExe,14,0,221.47,0,17,25.19
0,8300,44783,Other,2,0,97.9,1,12,36.59
0,8300,45842,Other,16,0,90.65,0,12,31.36
0,8300,101150,Office,23,0,130.26,0,12,36.51
0,8300,67839,ProfExe,9,0,58.56,3,24,38.97
0,8300,35343,Other,10,0,242.82,1,31,37.97
0,8300,54039,Other,18,0,173.19,0,28,26.27
0,8300,71922,Office,2,0,246.93,1,37,18.16
1,8300,10000,Other,0,0,200.87,0,14,50.11
0,8400,75912,Mgr,18,1,294.16,0,24,38.64
0,8400,39677,Office,10,0,203.24,1,23,31.22
0,8400,53841,Other,15,3,206.35,0,36,26.05
0,8400,39991,Office,10,0,177,1,19,24.3
0,8400,82597,Other,25,0,350.57,1,47,28.91
0,8400,82972,Other,7,0,148.31,1,24,41.45
0,8400,17479,Office,23,0,326.34,1,13,40.59
0,8400,62989,Mgr,3,2,131.47,0,22,29.2
0,8400,43589,Office,9,0,202.7,0,23,33.59
0,8400,62583,Office,6,0,98.67,2,15,26.31
0,8400,41656,Office,10,0,190.02,1,19,25.77
0,8400,77144,Mgr,19,1,311.76,1,24,40.91
0,8400,80490,ProfExe,0,0,164.14,1,15,29.47
0,8400,60995,Mgr,4,1,123.74,0,23,26.93
1,8400,31800,Self,6,2,187.27,1,21,27.81
0,8400,43900,Office,1,0,169.43,1,21,25.34
1,8400,44800,Other,0,5,314.5,4,42,51.85
0,8400,30146,ProfExe,11,0,183.09,0,12,23.1
0,8400,84666,Other,8,0,231.39,1,24,39.66
0,8400,54485,Other,9,1,80.08,0,10,35.68
0,8400,35240,Office,8,0,210.58,1,22,32.57
0,8400,57103,Other,0,0,56.31,8,21,23.52
0,8400,78089,Mgr,9,0,118.64,0,22,27.09
0,8400,77916,ProfExe,0,0,235.38,1,25,27.87
1,8400,48032,Office,5,4,326.68,0,30,38.19
0,8400,57694,Other,4,0,125.71,0,34,37.62
0,8400,85136,Other,9,0,156.62,1,18,40.72
0,8400,102894,Other,9,0,420.1,1,49,39.63
1,8400,32000,Mgr,13,3,41.3,2,18,42.15
1,8400,37256,Other,1,0,214.44,1,6,31.25
0,8500,83157,Self,14,0,13.68,1,8,21.3
0,8500,73005,Other,11,1,76.01,0,9,37.66
0,8500,73752,Mgr,21,1,291.62,0,24,39
0,8500,41210,Office,9,0,209.49,1,22,29.96
0,8500,101600,Office,18,0,169.95,1,15,35.31
1,8500,30077,Office,0,0,89.27,0,10,35.27
0,8500,54000,Other,4,1,313.47,0,10,28.3
0,8500,55100,ProfExe,15,0,229.27,4,32,29.5
1,8500,48961,Other,11,1,145.1,4,11,43.13
1,8500,18240,Other,1,1,306.4,0,12,28.08
0,8500,64665,Other,4,0,70.93,3,20,40.31
0,8500,50031,Office,0,0,171.21,0,21,35.16
0,8500,61607,Other,16,0,222.21,1,35,34.73
0,8500,49266,Other,22,0,264.41,3,29,37.98
0,8500,50569,Mgr,6,0,189.95,0,22,29.2
0,8500,76465,Office,21,0,190.06,0,15,38.38
0,8500,78346,Other,22,0,320.35,1,47,30.2
0,8500,47777,Other,18,0,202.95,1,16,34.83
0,8500,53459,Mgr,13,0,116.86,0,18,30.05
0,8500,77954,Other,25,0,350.78,1,46,28.58
1,8500,29383,ProfExe,8,0,122.13,0,22,43.19
0,8500,20959,Office,20,0,315.71,1,13,41.08
0,8500,6424,Other,10,0,189.51,1,21,33.9
0,8500,58327,Mgr,2,2,123.37,0,22,28.11
0,8500,79484,Other,1,0,123.62,1,10,35.76
0,8500,73208,Mgr,10,0,114.55,0,23,30.08
0,8600,38646,Other,14,0,89.56,0,11,32.53
0,8600,94246,Other,8,0,308.65,2,13,32.55
0,8600,66975,Other,7,0,181.01,1,23,14.39
0,8600,42380,Mgr,3,0,199.29,0,22,28.43
1,8600,36933,Mgr,4,0,100.62,2,26,38.44
0,8600,21000,ProfExe,21,0,239.43,0,11,33.75
1,8600,60245,Other,0,0,64.87,2,27,40.33
0,8600,78579,Other,0,0,115.19,1,10,33.84
0,8600,172418,Sales,12,0,120.57,0,22,40.93
0,8600,58846,ProfExe,14,0,233.17,3,32,39.78
0,8600,41126,Other,6,0,73.03,1,11,29.43
0,8600,57727,Other,5,0,87.85,3,19,41.75
0,8600,22960,ProfExe,20,0,238.7,0,11,25.89
0,8600,75464,Other,21,0,352.66,0,47,28.2
0,8600,83953,Other,6,0,183.82,1,20,12.11
0,8600,42226,Mgr,21,0,223.33,0,17,34.93
0,8600,45960,Mgr,4,0,189.77,0,22,26.75
0,8600,76703,Other,0,1,174.56,0,31,34.39
1,8600,44992,Other,8,0,172.55,1,27,43.88
0,8600,14762,Office,25,0,318.15,1,13,42.28
0,8600,61468,Other,19,0,163.3,0,11,31.93
0,8600,66366,ProfExe,8,0,72.92,2,25,39.66
0,8600,124810,Other,8,0,213.3,1,19,32.88
0,8700,46489,Mgr,4,0,196.25,1,21,28.79
0,8700,57254,Other,16,0,172.17,0,28,25.04
0,8700,54283,Office,3,1,91.45,3,11,38.59
0,8700,58007,ProfExe,14,0,240.44,3,31,37.9
0,8700,54768,Other,18,0,187.58,0,28,26.37
0,8700,87415,Self,13,0,13.92,1,7,20.25
0,8700,53073,Other,2,0,211.27,3,29,30.2
1,8700,62600,Other,0,0,351.03,3,13,44.81
0,8700,60237,Other,3,0,321.27,0,9,32.28
0,8700,77377,Mgr,3,0,68.85,2,24,38.22
0,8700,30716,ProfExe,19,0,219.09,0,10,23.81
0,8700,53504,Mgr,7,3,112.18,2,10,39.32
0,8700,78817,Office,1,0,221.55,1,37,16.38
1,8700,57141,Other,8,0,106.86,0,19,31.89
0,8700,79062,ProfExe,4,0,139.26,0,26,33.58
0,8700,76010,Other,9,0,206.98,1,20,35.94
0,8700,51950,Other,4,1,246.47,2,16,28.61
0,8700,43759,Mgr,19,1,218.91,0,17,34.06
0,8700,93759,Office,24,0,138.09,1,12,38.73
0,8700,76008,ProfExe,0,0,144.73,1,11,30.02
0,8700,50711,Other,4,0,209.52,4,30,32.74
0,8700,62400,Office,6,0,98.03,2,14,26.62
0,8700,77930,Other,20,0,350.53,1,47,29.66
0,8700,58060,Other,23,0,259.68,3,29,39.83
0,8700,51033,Office,2,0,181.87,0,20,37.88
0,8700,68186,Other,1,0,105.1,0,7,36.45
0,8700,52388,Other,1,0,91.11,1,12,36.87
0,8700,56904,Mgr,5,4,119.56,2,11,38.7
0,8700,76510,Office,2,0,252.84,1,37,17.41
1,8800,12750,Office,23,1,182.69,2,31,41.37
1,8800,108608,Mgr,0,6,253.47,4,23,31.39
1,8800,2800,Other,2,1,107.77,4,3,38.43
0,8800,51740,Other,23,0,277.59,3,29,39.89
0,8800,135899,ProfExe,1,0,53.77,1,23,35.93
1,8800,67200,Other,10,1,135.87,1,33,35.05
0,8800,26607,Office,0,0,104.69,1,30,38.33
0,8800,78953,Mgr,7,0,110.72,0,22,28.29
1,8800,33395,Office,2,0,80.82,1,20,16.88
1,8800,32169,Other,3,0,74.45,3,19,25.34
0,8800,56963,Other,4,0,99.76,3,19,40.35
1,8800,50000,Other,19,0,108.9,0,16,29.48
0,8800,74562,Other,24,0,338.78,1,47,28.44
0,8800,101717,Other,11,0,402.74,1,49,38.42
0,8800,62180,Other,11,0,190.5,1,13,23.99
0,8800,73731,Other,0,0,276.84,0,14,24.2
0,8800,73765,Other,15,0,128.85,4,15,24.49
0,8800,55990,Other,18,0,184.63,0,29,27.7
0,8900,80334,Mgr,18,0,279.88,0,23,38.51
1,8900,33208,Mgr,22,3,166.2,1,33,42.21
0,8900,75441,Office,26,0,322.73,2,37,33.79
0,8900,111493,Self,6,0,159.43,0,19,34.37
0,8900,63342,Other,19,0,162.2,1,11,32.61
0,8900,58503,Other,6,0,243.94,1,16,36.79
1,8900,62733,Mgr,8,0,68.89,3,17,37.77
0,8900,58839,Office,4,0,102.25,2,15,26.21
1,8900,60782,ProfExe,14,8,129.87,0,36,32.02
1,8900,64343,Other,4,0,39.22,0,12,35.79
1,8900,133847,ProfExe,17,2,70.88,0,12,34.7
1,8900,147801,Other,4,0,85.57,4,21,34.76
0,8900,59526,Other,9,1,56.94,0,10,37.36
0,8900,52167,Other,9,0,110.51,1,8,37.11
1,8900,72581,Office,18,1,207.97,0,30,53.6
0,8900,77261,ProfExe,3,0,144.04,0,26,33.91
0,9000,50513,Other,5,0,75.39,1,11,30.5
0,9000,75453,ProfExe,3,0,126.31,0,26,33.76
0,9000,50170,Mgr,7,3,120.43,2,11,39.98
0,9000,81248,Other,0,0,121.2,2,10,37.39
1,9000,90969,Mgr,5,2,113.26,5,28,27.35
0,9000,79259,Other,22,0,359.33,1,47,29.67
0,9000,56162,Other,6,0,127.79,0,15,35.73
0,9000,51091,Other,22,0,277.76,2,29,39.39
0,9000,93521,Other,9,0,411.75,1,49,41.66
1,9000,52311,Office,0,1,137.78,0,9,28.45
0,9000,8221,Other,4,0,266.38,0,12,23.7
0,9000,56930,Other,0,1,118.7,2,18,36.69
1,9000,52257,Sales,5,0,80.25,0,21,34.14
0,9000,41153,Office,10,0,210.28,0,23,32.42
1,9000,31170,Other,16,0,93.07,0,18,35.67
1,9000,84532,ProfExe,3,0,50.67,1,3,35.83
0,9000,76964,Other,3,0,101.4,2,32,37.86
0,9000,64917,Other,10,0,213.03,0,21,33.35
0,9000,46041,Other,9,0,358.07,0,7,40.36
0,9000,47351,ProfExe,6,1,227.27,0,10,49.56
0,9000,50400,Mgr,6,0,117.6,1,24,43.91
0,9000,96884,Other,18,2,194.8,2,16,38.38
0,9000,82700,Office,9,0,131.9,1,22,23.84
0,9000,29000,Other,31,0,243.2,0,19,37.03
1,9000,43881,Other,5,3,73.03,3,28,35.24
1,9000,31896,Other,25,2,122.39,3,16,36.68
0,9000,56226,Other,7,0,126.75,0,16,33.99
1,9000,32539,Office,5,1,149.57,2,15,42.37
0,9000,131108,ProfExe,1,0,61,1,22,35.93
0,9000,55367,Office,5,0,101.28,1,15,27.19
0,9000,50866,Mgr,5,0,118.57,1,23,40.19
0,9000,12340,Other,7,0,161.99,1,15,31.7
0,9000,53177,Other,9,0,106.5,3,33,40.08
0,9100,74986,Other,8,0,160.84,1,22,15.02
0,9100,80719,Other,23,0,333.01,1,47,30.4
0,9100,50606,Other,11,0,89.64,0,22,36.3
1,9100,17218,Other,8,1,115.75,3,5,37.48
0,9100,43249,Mgr,20,1,228.4,1,18,35.18
0,9100,48797,Mgr,7,3,116.98,3,11,37.8
1,9100,77884,Other,10,0,51.93,1,3,36.67
1,9100,78369,Sales,0,0,180.83,3,35,33.54
1,9100,28550,Other,5,0,109.54,7,33,23.08
0,9100,24721,Other,1,0,28.1,9,7,27.52
0,9100,62976,Mgr,0,2,131.19,0,23,26.09
0,9100,46406,Other,9,0,93.85,3,34,39.47
0,9100,71991,Other,12,0,206.36,1,24,23.94
0,9100,53764,Other,9,0,92.08,3,33,40.58
0,9100,78210,Mgr,8,0,92.11,0,23,28.17
0,9100,59430,Other,5,1,246.1,1,16,37.47
0,9100,47756,Other,18,0,206.8,1,17,32.39
0,9200,71994,Other,16,0,126.82,3,16,25.62
0,9200,92395,Office,24,0,130.38,1,11,39.11
0,9200,55643,Other,2,1,224.88,2,15,35.63
0,9200,19756,Other,0,0,0.49,9,7,27.08
0,9200,46707,Mgr,4,0,192.8,2,17,31.38
1,9200,64900,Mgr,10,0,122.77,2,24,43.13
1,9200,70715,Office,26,0,143.07,2,23,34.03
0,9200,72859,Mgr,8,0,105.66,0,23,29.01
0,9200,52531,Mgr,11,0,122.23,1,19,32.66
0,9200,57375,Other,0,1,116.42,2,18,36.63
0,9200,48130,Other,15,4,219.66,0,36,27.62
0,9200,69657,Other,3,0,217.32,0,16,28.75
0,9300,79724,Mgr,2,0,63.43,2,23,39.39
0,9300,73252,ProfExe,2,0,99.77,0,26,34.51
0,9300,30204,Other,30,0,235.49,0,19,23.14
0,9300,75425,Office,2,0,235.95,0,38,17.88
0,9300,83333,Other,11,0,308.34,2,13,31.55
0,9300,63566,ProfExe,14,0,138.34,0,19,42.48
0,9300,76400,Other,9,0,92.82,1,9,36.14
0,9300,79133,Other,3,0,102.16,2,31,40.79
0,9300,46466,Other,2,0,100.05,0,20,38.44
0,9300,59617,Other,4,1,243.83,1,16,35.97
0,9300,69346,Other,10,0,304.52,1,11,30.74
0,9300,58051,Mgr,6,0,113.28,1,23,41.86
0,9300,39307,Office,8,0,196.01,0,23,30.73
1,9300,84900,ProfExe,2,0,41.81,1,3,26.96
1,9300,78000,Mgr,12,2,88.5,4,29,47.15
1,9300,24000,Office,4,1,148.03,2,19,49.46
0,9300,21138,Other,3,0,119.54,1,18,26.59
0,9300,44026,Office,12,1,245.9,2,29,34.28
0,9300,76921,Other,9,0,308.34,2,13,33.64
0,9300,81986,Other,2,0,204.74,0,4,31.89
0,9300,54088,Other,22,0,278.16,3,28,40.82
1,9300,38115,Other,14,0,91.93,0,18,29.63
0,9300,53772,Mgr,2,2,136.08,0,23,29.69
0,9300,71946,Other,9,0,290.82,1,12,29.74
0,9300,21979,Other,3,0,216.22,1,24,38.84
0,9300,106449,Other,18,1,189.92,1,15,37.09
0,9400,52371,Office,1,0,177.7,0,20,37.36
0,9400,49484,Other,10,0,102.27,0,22,37.27
0,9400,69796,Other,10,0,99.07,1,8,35.91
0,9400,57105,Other,6,0,129.51,0,34,35.73
1,9400,52024,Office,0,0,148.84,3,26,36.08
0,9400,85448,Other,2,0,104.11,2,32,39.54
0,9400,56508,Other,17,0,141.93,0,11,32.33
0,9400,81596,Office,28,0,338.63,1,38,34.17
0,9400,76989,Other,24,0,350.64,0,46,30.06
0,9400,57000,Other,4,0,179.57,2,17,27.98
0,9400,26700,Other,9,0,80.17,0,4,27.58
0,9400,71256,Office,18,0,194.61,0,16,39
0,9400,61185,Other,1,2,117.17,2,18,35.61
0,9400,109991,Self,7,1,171.68,0,18,34.81
0,9400,122412,Other,7,0,226.09,0,19,35.46
0,9400,61213,Other,5,0,75.86,3,20,39.4
0,9400,53756,Office,12,0,244.12,2,29,33.37
0,9400,81546,Office,30,0,328.18,2,38,34.15
0,9400,86539,Other,0,0,162.81,0,3,29.82
0,9400,71600,Other,16,0,159.04,4,16,25.61
0,9400,77715,Mgr,2,0,65.88,1,23,38.11
0,9400,52598,Mgr,6,0,129.34,1,24,42.27
0,9400,51505,Other,19,0,202.7,0,16,35.53
0,9400,92340,Office,7,0,129.11,1,22,36.35
0,9400,53244,Other,23,0,276.79,3,28,37.82
